Year,Units,data.Geography,data.Core public infrastructure assets,data.Type of municipality by population size,Value
2018,data.Percentage,data.Canada,data.Wastewater,"data.Rural municipalities, population 5,000 or more",52.4
2018,data.Percentage,data.Manitoba,data.Bridges and tunnels,data.All municipalities,40.45
2018,data.Percentage,data.Manitoba,data.Bridges and tunnels,data.All urban municipalities,50
2018,data.Percentage,data.Manitoba,data.Bridges and tunnels,"data.Urban municipalities, population 1 to 4,999",60
2018,data.Percentage,data.Manitoba,data.Bridges and tunnels,"data.Urban municipalities, population 5,000 to 29,999",40
2018,data.Percentage,data.Manitoba,data.Bridges and tunnels,"data.Urban municipalities, population 30,000 or more",50
2018,data.Percentage,data.Manitoba,data.Bridges and tunnels,data.All rural municipalities,38.96
2018,data.Percentage,data.Manitoba,data.Bridges and tunnels,"data.Rural municipalities, population 1 to 4,999",39.06
2018,data.Percentage,data.Manitoba,data.Bridges and tunnels,"data.Rural municipalities, population 5,000 or more",38.46
2018,data.Percentage,data.Manitoba,"data.Culture, recreation and sports facilities",data.All municipalities,32.48
2018,data.Percentage,data.Manitoba,"data.Culture, recreation and sports facilities",data.All urban municipalities,46.43
2018,data.Percentage,data.Manitoba,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 1 to 4,999",60
2018,data.Percentage,data.Manitoba,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 5,000 to 29,999",18.18
2018,data.Percentage,data.Manitoba,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 30,000 or more",100
2018,data.Percentage,data.Manitoba,"data.Culture, recreation and sports facilities",data.All rural municipalities,28.09
2018,data.Percentage,data.Manitoba,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 1 to 4,999",24
2018,data.Percentage,data.Manitoba,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 5,000 or more",50
2018,data.Percentage,data.Manitoba,data.Potable water,data.All municipalities,37.82
2018,data.Percentage,data.Manitoba,data.Potable water,data.All urban municipalities,53.85
2018,data.Percentage,data.Manitoba,data.Potable water,"data.Urban municipalities, population 1 to 4,999",46.15
2018,data.Percentage,data.Manitoba,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",54.55
2018,data.Percentage,data.Manitoba,data.Potable water,"data.Urban municipalities, population 30,000 or more",100
2018,data.Percentage,data.Manitoba,data.Potable water,data.All rural municipalities,32.26
2018,data.Percentage,data.Manitoba,data.Potable water,"data.Rural municipalities, population 1 to 4,999",30
2018,data.Percentage,data.Manitoba,data.Potable water,"data.Rural municipalities, population 5,000 or more",46.15
2018,data.Percentage,data.Manitoba,data.Public transit,data.All municipalities,17.65
2018,data.Percentage,data.Manitoba,data.Public transit,data.All urban municipalities,30
2018,data.Percentage,data.Manitoba,data.Public transit,"data.Urban municipalities, population 1 to 4,999",0
2018,data.Percentage,data.Manitoba,data.Public transit,"data.Urban municipalities, population 5,000 to 29,999",20
2018,data.Percentage,data.Manitoba,data.Public transit,"data.Urban municipalities, population 30,000 or more",100
2018,data.Percentage,data.Manitoba,data.Public transit,data.All rural municipalities,13.04
2018,data.Percentage,data.Manitoba,data.Public transit,"data.Rural municipalities, population 1 to 4,999",13.64
2018,data.Percentage,data.Manitoba,data.Public transit,"data.Rural municipalities, population 5,000 or more",0
2018,data.Percentage,data.Manitoba,data.Roads,data.All municipalities,40.28
2018,data.Percentage,data.Manitoba,data.Roads,data.All urban municipalities,48.39
2018,data.Percentage,data.Manitoba,data.Roads,"data.Urban municipalities, population 1 to 4,999",47.06
2018,data.Percentage,data.Manitoba,data.Roads,"data.Urban municipalities, population 5,000 to 29,999",45.45
2018,data.Percentage,data.Manitoba,data.Roads,"data.Urban municipalities, population 30,000 or more",100
2018,data.Percentage,data.Manitoba,data.Roads,data.All rural municipalities,38.94
2018,data.Percentage,data.Manitoba,data.Roads,"data.Rural municipalities, population 1 to 4,999",39.18
2018,data.Percentage,data.Manitoba,data.Roads,"data.Rural municipalities, population 5,000 or more",37.5
2018,data.Percentage,data.Manitoba,data.Solid waste,data.All municipalities,43.08
2018,data.Percentage,data.Manitoba,data.Solid waste,data.All urban municipalities,55.17
2018,data.Percentage,data.Manitoba,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",62.5
2018,data.Percentage,data.Manitoba,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",40
2018,data.Percentage,data.Manitoba,data.Solid waste,"data.Urban municipalities, population 30,000 or more",100
2018,data.Percentage,data.Manitoba,data.Solid waste,data.All rural municipalities,39.6
2018,data.Percentage,data.Manitoba,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",40
2018,data.Percentage,data.Manitoba,data.Solid waste,"data.Rural municipalities, population 5,000 or more",36.36
2018,data.Percentage,data.Manitoba,data.Stormwater,data.All municipalities,44.23
2018,data.Percentage,data.Manitoba,data.Stormwater,data.All urban municipalities,54.84
2018,data.Percentage,data.Manitoba,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",52.94
2018,data.Percentage,data.Manitoba,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",54.55
2018,data.Percentage,data.Manitoba,data.Stormwater,"data.Urban municipalities, population 30,000 or more",100
2018,data.Percentage,data.Manitoba,data.Stormwater,data.All rural municipalities,40.54
2018,data.Percentage,data.Manitoba,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",40
2018,data.Percentage,data.Manitoba,data.Stormwater,"data.Rural municipalities, population 5,000 or more",42.86
2018,data.Percentage,data.Manitoba,data.Wastewater,data.All municipalities,45.93
2018,data.Percentage,data.Manitoba,data.Wastewater,data.All urban municipalities,54.84
2018,data.Percentage,data.Manitoba,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",52.94
2018,data.Percentage,data.Manitoba,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",54.55
2018,data.Percentage,data.Manitoba,data.Wastewater,"data.Urban municipalities, population 30,000 or more",100
2018,data.Percentage,data.Manitoba,data.Wastewater,data.All rural municipalities,43.27
2018,data.Percentage,data.Manitoba,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",40.45
2018,data.Percentage,data.Manitoba,data.Wastewater,"data.Rural municipalities, population 5,000 or more",60
2018,data.Percentage,data.New Brunswick ,data.Bridges and tunnels,data.All municipalities,36.96
2018,data.Percentage,data.New Brunswick ,data.Bridges and tunnels,data.All urban municipalities,41.67
2018,data.Percentage,data.New Brunswick ,data.Bridges and tunnels,"data.Urban municipalities, population 1 to 4,999",28.57
2018,data.Percentage,data.New Brunswick ,data.Bridges and tunnels,"data.Urban municipalities, population 5,000 to 29,999",75
2018,data.Percentage,data.New Brunswick ,data.Bridges and tunnels,"data.Urban municipalities, population 30,000 or more",0
2018,data.Percentage,data.New Brunswick ,data.Bridges and tunnels,data.All rural municipalities,35.29
2018,data.Percentage,data.New Brunswick ,data.Bridges and tunnels,"data.Rural municipalities, population 1 to 4,999",35.29
2018,data.Percentage,data.New Brunswick ,"data.Culture, recreation and sports facilities",data.All municipalities,46.73
2018,data.Percentage,data.New Brunswick ,"data.Culture, recreation and sports facilities",data.All urban municipalities,43.9
2018,data.Percentage,data.New Brunswick ,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 1 to 4,999",36.36
2018,data.Percentage,data.New Brunswick ,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 5,000 to 29,999",56.25
2018,data.Percentage,data.New Brunswick ,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 30,000 or more",33.33
2018,data.Percentage,data.New Brunswick ,"data.Culture, recreation and sports facilities",data.All rural municipalities,47.4
2018,data.Percentage,data.New Brunswick ,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 1 to 4,999",46.43
2018,data.Percentage,data.New Brunswick ,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 5,000 or more",80
2018,data.Percentage,data.New Brunswick ,data.Potable water,data.All municipalities,64
2018,data.Percentage,data.New Brunswick ,data.Potable water,data.All urban municipalities,58.54
2018,data.Percentage,data.New Brunswick ,data.Potable water,"data.Urban municipalities, population 1 to 4,999",50
2018,data.Percentage,data.New Brunswick ,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",78.57
2018,data.Percentage,data.New Brunswick ,data.Potable water,"data.Urban municipalities, population 30,000 or more",33.33
2018,data.Percentage,data.New Brunswick ,data.Potable water,data.All rural municipalities,66.06
2018,data.Percentage,data.New Brunswick ,data.Potable water,"data.Rural municipalities, population 1 to 4,999",65.38
2018,data.Percentage,data.New Brunswick ,data.Potable water,"data.Rural municipalities, population 5,000 or more",100
2018,data.Percentage,data.New Brunswick ,data.Public transit,data.All municipalities,23.81
2018,data.Percentage,data.New Brunswick ,data.Public transit,data.All urban municipalities,36.36
2018,data.Percentage,data.New Brunswick ,data.Public transit,"data.Urban municipalities, population 1 to 4,999",100
2018,data.Percentage,data.New Brunswick ,data.Public transit,"data.Urban municipalities, population 5,000 to 29,999",20
2018,data.Percentage,data.New Brunswick ,data.Public transit,"data.Urban municipalities, population 30,000 or more",0
2018,data.Percentage,data.New Brunswick ,data.Public transit,data.All rural municipalities,10
2018,data.Percentage,data.New Brunswick ,data.Public transit,"data.Rural municipalities, population 1 to 4,999",0
2018,data.Percentage,data.New Brunswick ,data.Public transit,"data.Rural municipalities, population 5,000 or more",100
2018,data.Percentage,data.New Brunswick ,data.Roads,data.All municipalities,58.04
2018,data.Percentage,data.New Brunswick ,data.Roads,data.All urban municipalities,69.77
2018,data.Percentage,data.New Brunswick ,data.Roads,"data.Urban municipalities, population 1 to 4,999",58.33
2018,data.Percentage,data.New Brunswick ,data.Roads,"data.Urban municipalities, population 5,000 to 29,999",87.5
2018,data.Percentage,data.New Brunswick ,data.Roads,"data.Urban municipalities, population 30,000 or more",33.33
2018,data.Percentage,data.New Brunswick ,data.Roads,data.All rural municipalities,55.8
2018,data.Percentage,data.New Brunswick ,data.Roads,"data.Rural municipalities, population 1 to 4,999",55.11
2018,data.Percentage,data.New Brunswick ,data.Roads,"data.Rural municipalities, population 5,000 or more",80
2018,data.Percentage,data.New Brunswick ,data.Social and affordable housing,data.All municipalities,0
2018,data.Percentage,data.New Brunswick ,data.Social and affordable housing,data.All rural municipalities,0
2018,data.Percentage,data.New Brunswick ,data.Social and affordable housing,"data.Rural municipalities, population 1 to 4,999",0
2018,data.Percentage,data.New Brunswick ,data.Solid waste,data.All municipalities,37.78
2018,data.Percentage,data.New Brunswick ,data.Solid waste,data.All urban municipalities,36.36
2018,data.Percentage,data.New Brunswick ,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",60
2018,data.Percentage,data.New Brunswick ,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",0
2018,data.Percentage,data.New Brunswick ,data.Solid waste,"data.Urban municipalities, population 30,000 or more",50
2018,data.Percentage,data.New Brunswick ,data.Solid waste,data.All rural municipalities,39.24
2018,data.Percentage,data.New Brunswick ,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",39.74
2018,data.Percentage,data.New Brunswick ,data.Solid waste,"data.Rural municipalities, population 5,000 or more",0
2018,data.Percentage,data.New Brunswick ,data.Stormwater,data.All municipalities,60.75
2018,data.Percentage,data.New Brunswick ,data.Stormwater,data.All urban municipalities,72.09
2018,data.Percentage,data.New Brunswick ,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",58.33
2018,data.Percentage,data.New Brunswick ,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",87.5
2018,data.Percentage,data.New Brunswick ,data.Stormwater,"data.Urban municipalities, population 30,000 or more",66.67
2018,data.Percentage,data.New Brunswick ,data.Stormwater,data.All rural municipalities,58.82
2018,data.Percentage,data.New Brunswick ,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",57.58
2018,data.Percentage,data.New Brunswick ,data.Stormwater,"data.Rural municipalities, population 5,000 or more",100
2018,data.Percentage,data.New Brunswick ,data.Wastewater,data.All municipalities,61.93
2018,data.Percentage,data.New Brunswick ,data.Wastewater,data.All urban municipalities,59.52
2018,data.Percentage,data.New Brunswick ,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",50
2018,data.Percentage,data.New Brunswick ,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",80
2018,data.Percentage,data.New Brunswick ,data.Wastewater,"data.Urban municipalities, population 30,000 or more",33.33
2018,data.Percentage,data.New Brunswick ,data.Wastewater,data.All rural municipalities,61.94
2018,data.Percentage,data.New Brunswick ,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",61.33
2018,data.Percentage,data.New Brunswick ,data.Wastewater,"data.Rural municipalities, population 5,000 or more",100
2018,data.Percentage,data.Newfoundland and Labrador ,data.Bridges and tunnels,data.All municipalities,40.96
2018,data.Percentage,data.Newfoundland and Labrador ,data.Bridges and tunnels,data.All urban municipalities,48
2018,data.Percentage,data.Newfoundland and Labrador ,data.Bridges and tunnels,"data.Urban municipalities, population 1 to 4,999",35.71
2018,data.Percentage,data.Newfoundland and Labrador ,data.Bridges and tunnels,"data.Urban municipalities, population 5,000 to 29,999",60
2018,data.Percentage,data.Newfoundland and Labrador ,data.Bridges and tunnels,"data.Urban municipalities, population 30,000 or more",100
2018,data.Percentage,data.Newfoundland and Labrador ,data.Bridges and tunnels,data.All rural municipalities,37.93
2018,data.Percentage,data.Newfoundland and Labrador ,data.Bridges and tunnels,"data.Rural municipalities, population 1 to 4,999",36.84
2018,data.Percentage,data.Newfoundland and Labrador ,data.Bridges and tunnels,"data.Rural municipalities, population 5,000 or more",100
2018,data.Percentage,data.Newfoundland and Labrador ,"data.Culture, recreation and sports facilities",data.All municipalities,27.33
2018,data.Percentage,data.Newfoundland and Labrador ,"data.Culture, recreation and sports facilities",data.All urban municipalities,43.59
2018,data.Percentage,data.Newfoundland and Labrador ,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 1 to 4,999",33.33
2018,data.Percentage,data.Newfoundland and Labrador ,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 5,000 to 29,999",61.54
2018,data.Percentage,data.Newfoundland and Labrador ,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 30,000 or more",100
2018,data.Percentage,data.Newfoundland and Labrador ,"data.Culture, recreation and sports facilities",data.All rural municipalities,24.9
2018,data.Percentage,data.Newfoundland and Labrador ,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 1 to 4,999",24.03
2018,data.Percentage,data.Newfoundland and Labrador ,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 5,000 or more",66.67
2018,data.Percentage,data.Newfoundland and Labrador ,data.Potable water,data.All municipalities,36.97
2018,data.Percentage,data.Newfoundland and Labrador ,data.Potable water,data.All urban municipalities,54.05
2018,data.Percentage,data.Newfoundland and Labrador ,data.Potable water,"data.Urban municipalities, population 1 to 4,999",36.36
2018,data.Percentage,data.Newfoundland and Labrador ,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",73.33
2018,data.Percentage,data.Newfoundland and Labrador ,data.Potable water,"data.Urban municipalities, population 30,000 or more",100
2018,data.Percentage,data.Newfoundland and Labrador ,data.Potable water,data.All rural municipalities,34.55
2018,data.Percentage,data.Newfoundland and Labrador ,data.Potable water,"data.Rural municipalities, population 1 to 4,999",34.16
2018,data.Percentage,data.Newfoundland and Labrador ,data.Potable water,"data.Rural municipalities, population 5,000 or more",33.33
2018,data.Percentage,data.Newfoundland and Labrador ,data.Public transit,data.All municipalities,100
2018,data.Percentage,data.Newfoundland and Labrador ,data.Public transit,data.All urban municipalities,100
2018,data.Percentage,data.Newfoundland and Labrador ,data.Public transit,"data.Urban municipalities, population 5,000 to 29,999",100
2018,data.Percentage,data.Newfoundland and Labrador ,data.Public transit,"data.Urban municipalities, population 30,000 or more",100
2018,data.Percentage,data.Newfoundland and Labrador ,data.Roads,data.All municipalities,40.44
2018,data.Percentage,data.Newfoundland and Labrador ,data.Roads,data.All urban municipalities,52.5
2018,data.Percentage,data.Newfoundland and Labrador ,data.Roads,"data.Urban municipalities, population 1 to 4,999",45.83
2018,data.Percentage,data.Newfoundland and Labrador ,data.Roads,"data.Urban municipalities, population 5,000 to 29,999",66.67
2018,data.Percentage,data.Newfoundland and Labrador ,data.Roads,"data.Urban municipalities, population 30,000 or more",0
2018,data.Percentage,data.Newfoundland and Labrador ,data.Roads,data.All rural municipalities,38.71
2018,data.Percentage,data.Newfoundland and Labrador ,data.Roads,"data.Rural municipalities, population 1 to 4,999",38.55
2018,data.Percentage,data.Newfoundland and Labrador ,data.Roads,"data.Rural municipalities, population 5,000 or more",66.67
2018,data.Percentage,data.Newfoundland and Labrador ,data.Solid waste,data.All municipalities,34.68
2018,data.Percentage,data.Newfoundland and Labrador ,data.Solid waste,data.All urban municipalities,54.17
2018,data.Percentage,data.Newfoundland and Labrador ,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",54.55
2018,data.Percentage,data.Newfoundland and Labrador ,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",50
2018,data.Percentage,data.Newfoundland and Labrador ,data.Solid waste,"data.Urban municipalities, population 30,000 or more",100
2018,data.Percentage,data.Newfoundland and Labrador ,data.Solid waste,data.All rural municipalities,31.54
2018,data.Percentage,data.Newfoundland and Labrador ,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",29.93
2018,data.Percentage,data.Newfoundland and Labrador ,data.Solid waste,"data.Rural municipalities, population 5,000 or more",100
2018,data.Percentage,data.Newfoundland and Labrador ,data.Stormwater,data.All municipalities,50.6
2018,data.Percentage,data.Newfoundland and Labrador ,data.Stormwater,data.All urban municipalities,67.65
2018,data.Percentage,data.Newfoundland and Labrador ,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",57.89
2018,data.Percentage,data.Newfoundland and Labrador ,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",73.33
2018,data.Percentage,data.Newfoundland and Labrador ,data.Stormwater,"data.Urban municipalities, population 30,000 or more",100
2018,data.Percentage,data.Newfoundland and Labrador ,data.Stormwater,data.All rural municipalities,46.27
2018,data.Percentage,data.Newfoundland and Labrador ,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",45.8
2018,data.Percentage,data.Newfoundland and Labrador ,data.Stormwater,"data.Rural municipalities, population 5,000 or more",66.67
2018,data.Percentage,data.Newfoundland and Labrador ,data.Wastewater,data.All municipalities,36.4
2018,data.Percentage,data.Newfoundland and Labrador ,data.Wastewater,data.All urban municipalities,54.05
2018,data.Percentage,data.Newfoundland and Labrador ,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",36.36
2018,data.Percentage,data.Newfoundland and Labrador ,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",73.33
2018,data.Percentage,data.Newfoundland and Labrador ,data.Wastewater,"data.Urban municipalities, population 30,000 or more",100
2018,data.Percentage,data.Newfoundland and Labrador ,data.Wastewater,data.All rural municipalities,33.76
2018,data.Percentage,data.Newfoundland and Labrador ,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",33.33
2018,data.Percentage,data.Newfoundland and Labrador ,data.Wastewater,"data.Rural municipalities, population 5,000 or more",66.67
2018,data.Percentage,data.Northwest Territories,data.Bridges and tunnels,data.All municipalities,0
2018,data.Percentage,data.Northwest Territories,data.Bridges and tunnels,data.All urban municipalities,0
2018,data.Percentage,data.Northwest Territories,data.Bridges and tunnels,"data.Urban municipalities, population 1 to 4,999",0
2018,data.Percentage,data.Northwest Territories,data.Bridges and tunnels,"data.Urban municipalities, population 5,000 to 29,999",0
2018,data.Percentage,data.Northwest Territories,"data.Culture, recreation and sports facilities",data.All municipalities,13.89
2018,data.Percentage,data.Northwest Territories,"data.Culture, recreation and sports facilities",data.All urban municipalities,25
2018,data.Percentage,data.Northwest Territories,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 1 to 4,999",33.33
2018,data.Percentage,data.Northwest Territories,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 5,000 to 29,999",0
2018,data.Percentage,data.Northwest Territories,"data.Culture, recreation and sports facilities",data.All rural municipalities,12.5
2018,data.Percentage,data.Northwest Territories,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 1 to 4,999",12.5
2018,data.Percentage,data.Northwest Territories,data.Potable water,data.All municipalities,14.29
2018,data.Percentage,data.Northwest Territories,data.Potable water,data.All urban municipalities,25
2018,data.Percentage,data.Northwest Territories,data.Potable water,"data.Urban municipalities, population 1 to 4,999",33.33
2018,data.Percentage,data.Northwest Territories,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",0
2018,data.Percentage,data.Northwest Territories,data.Potable water,data.All rural municipalities,12.9
2018,data.Percentage,data.Northwest Territories,data.Potable water,"data.Rural municipalities, population 1 to 4,999",12.9
2018,data.Percentage,data.Northwest Territories,data.Public transit,data.All municipalities,66.67
2018,data.Percentage,data.Northwest Territories,data.Public transit,data.All urban municipalities,0
2018,data.Percentage,data.Northwest Territories,data.Public transit,"data.Urban municipalities, population 5,000 to 29,999",0
2018,data.Percentage,data.Northwest Territories,data.Public transit,data.All rural municipalities,100
2018,data.Percentage,data.Northwest Territories,data.Public transit,"data.Rural municipalities, population 1 to 4,999",100
2018,data.Percentage,data.Northwest Territories,data.Roads,data.All municipalities,12.82
2018,data.Percentage,data.Northwest Territories,data.Roads,data.All urban municipalities,25
2018,data.Percentage,data.Northwest Territories,data.Roads,"data.Urban municipalities, population 1 to 4,999",33.33
2018,data.Percentage,data.Northwest Territories,data.Roads,"data.Urban municipalities, population 5,000 to 29,999",0
2018,data.Percentage,data.Northwest Territories,data.Roads,data.All rural municipalities,11.43
2018,data.Percentage,data.Northwest Territories,data.Roads,"data.Rural municipalities, population 1 to 4,999",11.43
2018,data.Percentage,data.Northwest Territories,data.Solid waste,data.All municipalities,10.26
2018,data.Percentage,data.Northwest Territories,data.Solid waste,data.All urban municipalities,0
2018,data.Percentage,data.Northwest Territories,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",0
2018,data.Percentage,data.Northwest Territories,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",0
2018,data.Percentage,data.Northwest Territories,data.Solid waste,data.All rural municipalities,11.43
2018,data.Percentage,data.Northwest Territories,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",11.43
2018,data.Percentage,data.Northwest Territories,data.Stormwater,data.All municipalities,25
2018,data.Percentage,data.Northwest Territories,data.Stormwater,data.All urban municipalities,33.33
2018,data.Percentage,data.Northwest Territories,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",50
2018,data.Percentage,data.Northwest Territories,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",0
2018,data.Percentage,data.Northwest Territories,data.Stormwater,data.All rural municipalities,0
2018,data.Percentage,data.Northwest Territories,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",0
2018,data.Percentage,data.Northwest Territories,data.Wastewater,data.All municipalities,8.11
2018,data.Percentage,data.Northwest Territories,data.Wastewater,data.All urban municipalities,25
2018,data.Percentage,data.Northwest Territories,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",33.33
2018,data.Percentage,data.Northwest Territories,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",0
2018,data.Percentage,data.Northwest Territories,data.Wastewater,data.All rural municipalities,6.06
2018,data.Percentage,data.Northwest Territories,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",6.06
2018,data.Percentage,data.Nova Scotia ,data.Bridges and tunnels,data.All municipalities,50
2018,data.Percentage,data.Nova Scotia ,data.Bridges and tunnels,data.All urban municipalities,25
2018,data.Percentage,data.Nova Scotia ,data.Bridges and tunnels,"data.Urban municipalities, population 1 to 4,999",37.5
2018,data.Percentage,data.Nova Scotia ,data.Bridges and tunnels,"data.Urban municipalities, population 5,000 to 29,999",14.29
2018,data.Percentage,data.Nova Scotia ,data.Bridges and tunnels,"data.Urban municipalities, population 30,000 or more",0
2018,data.Percentage,data.Nova Scotia ,data.Bridges and tunnels,data.All rural municipalities,75
2018,data.Percentage,data.Nova Scotia ,data.Bridges and tunnels,"data.Rural municipalities, population 1 to 4,999",90.91
2018,data.Percentage,data.Nova Scotia ,data.Bridges and tunnels,"data.Rural municipalities, population 5,000 or more",40
2018,data.Percentage,data.Nova Scotia ,"data.Culture, recreation and sports facilities",data.All municipalities,50
2018,data.Percentage,data.Nova Scotia ,"data.Culture, recreation and sports facilities",data.All urban municipalities,44.83
2018,data.Percentage,data.Nova Scotia ,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 1 to 4,999",52.38
2018,data.Percentage,data.Nova Scotia ,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 5,000 to 29,999",28.57
2018,data.Percentage,data.Nova Scotia ,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 30,000 or more",0
2018,data.Percentage,data.Nova Scotia ,"data.Culture, recreation and sports facilities",data.All rural municipalities,53.66
2018,data.Percentage,data.Nova Scotia ,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 1 to 4,999",50
2018,data.Percentage,data.Nova Scotia ,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 5,000 or more",61.54
2018,data.Percentage,data.Nova Scotia ,data.Potable water,data.All municipalities,58.49
2018,data.Percentage,data.Nova Scotia ,data.Potable water,data.All urban municipalities,46.43
2018,data.Percentage,data.Nova Scotia ,data.Potable water,"data.Urban municipalities, population 1 to 4,999",52.38
2018,data.Percentage,data.Nova Scotia ,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",33.33
2018,data.Percentage,data.Nova Scotia ,data.Potable water,"data.Urban municipalities, population 30,000 or more",0
2018,data.Percentage,data.Nova Scotia ,data.Potable water,data.All rural municipalities,72
2018,data.Percentage,data.Nova Scotia ,data.Potable water,"data.Rural municipalities, population 1 to 4,999",65
2018,data.Percentage,data.Nova Scotia ,data.Potable water,"data.Rural municipalities, population 5,000 or more",66.67
2018,data.Percentage,data.Nova Scotia ,data.Public transit,data.All municipalities,42.86
2018,data.Percentage,data.Nova Scotia ,data.Public transit,data.All urban municipalities,50
2018,data.Percentage,data.Nova Scotia ,data.Public transit,"data.Urban municipalities, population 5,000 to 29,999",66.67
2018,data.Percentage,data.Nova Scotia ,data.Public transit,"data.Urban municipalities, population 30,000 or more",0
2018,data.Percentage,data.Nova Scotia ,data.Public transit,data.All rural municipalities,50
2018,data.Percentage,data.Nova Scotia ,data.Public transit,"data.Rural municipalities, population 5,000 or more",50
2018,data.Percentage,data.Nova Scotia ,data.Roads,data.All municipalities,64.18
2018,data.Percentage,data.Nova Scotia ,data.Roads,data.All urban municipalities,55.17
2018,data.Percentage,data.Nova Scotia ,data.Roads,"data.Urban municipalities, population 1 to 4,999",57.14
2018,data.Percentage,data.Nova Scotia ,data.Roads,"data.Urban municipalities, population 5,000 to 29,999",57.14
2018,data.Percentage,data.Nova Scotia ,data.Roads,"data.Urban municipalities, population 30,000 or more",0
2018,data.Percentage,data.Nova Scotia ,data.Roads,data.All rural municipalities,69.23
2018,data.Percentage,data.Nova Scotia ,data.Roads,"data.Rural municipalities, population 1 to 4,999",74.07
2018,data.Percentage,data.Nova Scotia ,data.Roads,"data.Rural municipalities, population 5,000 or more",63.64
2018,data.Percentage,data.Nova Scotia ,data.Solid waste,data.All municipalities,42.86
2018,data.Percentage,data.Nova Scotia ,data.Solid waste,data.All urban municipalities,33.33
2018,data.Percentage,data.Nova Scotia ,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",100
2018,data.Percentage,data.Nova Scotia ,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",0
2018,data.Percentage,data.Nova Scotia ,data.Solid waste,"data.Urban municipalities, population 30,000 or more",0
2018,data.Percentage,data.Nova Scotia ,data.Solid waste,data.All rural municipalities,47.62
2018,data.Percentage,data.Nova Scotia ,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",58.33
2018,data.Percentage,data.Nova Scotia ,data.Solid waste,"data.Rural municipalities, population 5,000 or more",33.33
